"Created-At";"From-User";"From-User-Id";"To-User";"To-User-Id";"Language";"Source";"Text";"Geo-Location-Latitude";"Geo-Location-Longitude";"Retweet-Count";"Id"
8/6/18 2:38 PM;"JEETENDER PATHAK";"398661490";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @neo_pac: Chilling! Scary extent to which Modi controls media
@ppbajpai told by #ABP proprietor to not mention Modi.
Then to not use his…";;;371.0;"1026462413481226240"
8/6/18 2:38 PM;"ABHIMANYU";"3279040351";;"-1";"en";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Lite</a>";"RT @svaradarajan: Bleak times for freedom of expression, whether Emergency or not https://t.co/uGvnnYSR2o via @thewire_in

Those who are tr…";;;20.0;"1026462409400049664"
8/6/18 2:37 PM;"????? ????? ?%??? UF=?";"916716118147989504";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @YGaurav_: @narendramodi The Narendra Modi government has been aggressively pushing for the infrastructural development in the country,…";;;50.0;"1026462386881011712"
8/6/18 2:37 PM;"????? ????? ?%??? UF=?";"916716118147989504";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @YGaurav_: @narendramodi The Narendra Modi government has been trying to leverage railways along with road and waterways to bring India’…";;;67.0;"1026462372888805381"
8/6/18 2:37 PM;"????? ????? ?%??? UF=?";"916716118147989504";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @YGaurav_: @narendramodi PM Narendra Modi has been on a mission to provide all the basic amenities to the needy people of India which in…";;;74.0;"1026462361786482689"
8/6/18 2:37 PM;"Daljeet Singh";"1021420966860214272";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @thewire_in: 'Everything hinged on one central question – whether to go up against, to challenge, the powers that be, or not. The silenc…";;;28.0;"1026462347894956033"
8/6/18 2:37 PM;"rushie82";"18775921";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @svaradarajan: From @ppbajpai's pen, the full, sordid story of ABP News's capitulation to the Modi govt's pressure, and the apparent pre…";;;257.0;"1026462337039917056"
8/6/18 2:37 PM;"Arun Arora";"133182052";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026462333869142016"
8/6/18 2:37 PM;"Pravo";"4429877811";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ghost22090440: Barkha Dutt Finally Reveals Why She Hates Narendra Modi So Much! https://t.co/iBKqitmyxd";;;94.0;"1026462319679684610"
8/6/18 2:37 PM;"deepak.";"185071441";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"Tbh that wasnt harassing but exposing hypocrisy. If you make meme on Narendra Modi or Rahul Gandhi, you should be one ready to get that back on you as well. Crying victim like a baby and putting out yourself as harassed just bcz you are a girl? Lol no one cares https://t.co/Xov1ZCIISe";;;0.0;"1026462314080419840"
8/6/18 2:37 PM;"RIDE ON";"357267251";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @RanjitOne: A must read. Modi  does not have in him to face the truth. It is all mythomania.  https://t.co/4E0JRwZlyG via @thewire_in";;;2.0;"1026462310229889024"
8/6/18 2:37 PM;"Jay";"949065670351663104";;"-1";"en";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Lite</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026462309785300992"
8/6/18 2:37 PM;"Krishan Partap Singh";"1099124418";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026462305859645440"
8/6/18 2:37 PM;"Shailendra Aragula";"138425862";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @irajeshji: Becoming most accessible Prime Minister of India by connecting directly with the people for their needs and bypasses those m…";;;77.0;"1026462291930148864"
8/6/18 2:37 PM;"Arun Arora";"133182052";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026462291603214337"
8/6/18 2:37 PM;"Krishan Partap Singh";"1099124418";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @svaradarajan: From @ppbajpai's pen, the full, sordid story of ABP News's capitulation to the Modi govt's pressure, and the apparent pre…";;;257.0;"1026462268299587584"
8/6/18 2:37 PM;"Krishan Partap Singh";"1099124418";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @svaradarajan: Exclusive: Punya Prasun Bajpai (@ppbajpai) Reveals the Story Behind His Exit From ABP News https://t.co/pWDVuqc3JB via @t…";;;378.0;"1026462239975526400"
8/6/18 2:37 PM;"H.A.Shankaranarayana";"2288490336";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @pbhushan1: Prasun Bajpai the anchor of popular ABP news programme Masterstroke&who was sacked for exposing Modi's lies,reveals details…";;;461.0;"1026462206718664704"
8/6/18 2:37 PM;"Sukumaran CP";"100748048";;"-1";"en";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026462170748354561"
8/6/18 2:37 PM;"??Jyoti kiran ?[#NKS][#?????????_????]";"733975088039612416";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ghost22090440: Barkha Dutt Finally Reveals Why She Hates Narendra Modi So Much! https://t.co/iBKqitmyxd";;;94.0;"1026462167728500737"
8/6/18 2:37 PM;"faizan";"594591291";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @VishalDadlani: 'Don't name Modi, don't use Modi's image when exposing his failures.' Wah!

Perhaps that privilege is reserved only for…";;;88.0;"1026462148459986944"
8/6/18 2:36 PM;"Srinivas G.K Nair";"124714038";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @romandsouza: Not so 56' he claims to be.

A man who cannot take opposing views is weakest of all.. 

@RahulGandhi @INCIndia @divyaspand…";;;8.0;"1026462132156686338"
8/6/18 2:36 PM;"OptimuS PrimE??";"3282536012";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ghost22090440: Barkha Dutt Finally Reveals Why She Hates Narendra Modi So Much! https://t.co/iBKqitmyxd";;;94.0;"1026462015596855297"
8/6/18 2:36 PM;"???? ??????";"2411153221";;"-1";"en";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026462014443376641"
8/6/18 2:36 PM;"Ved Prakash";"1841351484";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @neo_pac: Chilling! Scary extent to which Modi controls media
@ppbajpai told by #ABP proprietor to not mention Modi.
Then to not use his…";;;371.0;"1026462005950128128"
8/6/18 2:36 PM;"Riyazuddin Chaudhary";"1728901968";;"-1";"en";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Lite</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026461979551191040"
8/6/18 2:36 PM;"Kedar thale";"2286261474";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @amritabhinder: The agriculture mission: How PM #ModiGovt is shaping the future of farming and farmers

Although NCF report was submitte…";;;11.0;"1026461939046727682"
8/6/18 2:36 PM;"Arjun";"148258196";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @AdilaMatra: If a channel does not confine itself to showing the Modi regime in a positive light but occasionally includes stories with…";;;0.0;"1026461908755472384"
8/6/18 2:35 PM;"Adv Manoj Raj";"938998396576194560";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @VishalDadlani: 'Don't name Modi, don't use Modi's image when exposing his failures.' Wah!

Perhaps that privilege is reserved only for…";;;88.0;"1026461879055667200"
8/6/18 2:35 PM;"CymbidiumNamo";"3301730614";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @pbhushan1: Prasun Bajpai the anchor of popular ABP news programme Masterstroke&who was sacked for exposing Modi's lies,reveals details…";;;461.0;"1026461877801549824"
8/6/18 2:35 PM;"Rajesh Rajak";"864460801444200449";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @SuPriyoBabul: Narendra Modi to launch India Post Payments Bank on 21 August
https://t.co/aaJK7AYaKH #TransformingIndia https://t.co/lre…";;;23.0;"1026461848353288192"
8/6/18 2:35 PM;"SalimRizvi";"357187990";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026461843060080645"
8/6/18 2:35 PM;"Piyush Bharadwaj";"157940572";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @neo_pac: Chilling! Scary extent to which Modi controls media
@ppbajpai told by #ABP proprietor to not mention Modi.
Then to not use his…";;;371.0;"1026461800831770624"
8/6/18 2:35 PM;"Adv. Lata Chauhan";"137757359";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026461760285548544"
8/6/18 2:35 PM;"Vivek Singh";"101643304";;"-1";"en";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026461758435676162"
8/6/18 2:35 PM;"Ruel Rebello";"864827072";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026461747710976001"
8/6/18 2:35 PM;"veerappan raja";"1556217865";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026461738269519873"
8/6/18 2:35 PM;"Indian Liberals News";"993724437676613632";;"-1";"en";"<a href='http://www.facebook.com/twitter' rel='nofollow'>Facebook</a>";"Bleak Times for Freedom of Expression, Whether Emergency or Not - The Wire https://t.co/fST6Tt3LIA";;;0.0;"1026461724054970368"
8/6/18 2:35 PM;"#CutOutTheCrap";"74365244";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @RanjitOne: A must read. Modi  does not have in him to face the truth. It is all mythomania.  https://t.co/4E0JRwZlyG via @thewire_in";;;2.0;"1026461717620961280"
8/6/18 2:35 PM;"Varooooon?";"1228096652";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026461692513775618"
8/6/18 2:35 PM;"Jim";"2305879171";;"-1";"en";"<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>";"RT @Joydas: Mass Rapes of Kids in Muzaffarpur. The accused has BJP Patronage. Scamster “Mehul Bhai” of Narendra Modi, settled abroad with h…";;;334.0;"1026461688164315136"
8/6/18 2:35 PM;"Mohammed Vilayath";"452760785";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @svaradarajan: From @ppbajpai's pen, the full, sordid story of ABP News's capitulation to the Modi govt's pressure, and the apparent pre…";;;257.0;"1026461673689948160"
8/6/18 2:34 PM;"Krishan Partap Singh";"1099124418";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026461619122069509"
8/6/18 2:34 PM;"DNA-INC";"974386702574804992";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @thewire_in: The only answer I got was this – Whatever it may be, but Prime Minister @narendramodi's image should also not appear on Mas…";;;181.0;"1026461616936611843"
8/6/18 2:34 PM;"vathma";"592596632";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"Narendra Modi to launch India Post Payments Bank on 21 August
https://t.co/hZ2NrxHeZi

via NaMo App https://t.co/0GLkYfWsCa";;;0.0;"1026461538498953217"
8/6/18 2:34 PM;"Nandkishore";"797110360624926720";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026461538473787392"
8/6/18 2:34 PM;"infectious_kid";"1290629276";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026461515270901762"
8/6/18 2:34 PM;"FAIAZ AHMED";"28522271";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026461499143798785"
8/6/18 2:34 PM;"syed faisal";"1872367728";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @pbhushan1: Prasun Bajpai the anchor of popular ABP news programme Masterstroke&who was sacked for exposing Modi's lies,reveals details…";;;461.0;"1026461489408958464"
8/6/18 2:34 PM;"Arjun";"135833607";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @iAmaranth22: Narendra Modi trying to fulfill the 2 crore jobs promise be like ??

 #WhereAreTheJobs https://t.co/Pzr1sEBgSW";;;17.0;"1026461487135522817"
8/6/18 2:34 PM;"Nandkishore";"797110360624926720";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @KarnikaKohli: .@thewire_in Exclusive: Punya Prasun Bajpai Reveals the Story Behind His Exit From ABP News https://t.co/lS8MD18wXj via @…";;;262.0;"1026461484644151297"
8/6/18 2:34 PM;"Arun Arora";"133182052";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @Joydas: Mass Rapes of Kids in Muzaffarpur. The accused has BJP Patronage. Scamster “Mehul Bhai” of Narendra Modi, settled abroad with h…";;;334.0;"1026461478373732353"
8/6/18 2:34 PM;"Rony Memon";"785067623755214852";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @sanjukta: BJP is not just doing Dalit appeasement ritual of garlanding and worshiping the sacrificial goat before its slaughter at Godd…";;;5.0;"1026461460061245440"
8/6/18 2:34 PM;"jitendra bhatt";"78841239";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @aartic02: Story Behind @ppbajpai 's Exit From ABP News ?? 
From being told not to take Narendra Modi's name on d show or show his image…";;;168.0;"1026461436275568640"
8/6/18 2:34 PM;"Krishan Partap Singh";"1099124418";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026461435633836038"
8/6/18 2:34 PM;"Md. Inayatullah Khan";"516230907";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ManishTewari: https://t.co/l1Jm0hAMCx via @livewire @ppbajjpai needs to be complimented for outing the truth of his ouster &  @thewire_…";;;88.0;"1026461420886474754"
8/6/18 2:34 PM;"S lrfan Habib";"94022742";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @sagarikaghose: TV media in govt clutches. A 200 member govt team monitors channels, 3 officials at dep secy rank make reports to I&B mi…";;;813.0;"1026461405233467392"
8/6/18 2:34 PM;"Kunal Purohit";"17753275";;"-1";"en";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"'In 4 years, the NDA govt brought out 106 schemes and each of them was announced by Modi himself but any reporting on its failures must not even mention Modi' https://t.co/TNUfWg2Hex";;;0.0;"1026461399923347456"
8/6/18 2:33 PM;"samir_patil";"15699750";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ghost22090440: Barkha Dutt Finally Reveals Why She Hates Narendra Modi So Much! https://t.co/iBKqitmyxd";;;94.0;"1026461366851432448"
8/6/18 2:33 PM;"BallotLao_ModiBhagao AAP Lao";"1010957144076664832";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @neo_pac: Chilling! Scary extent to which Modi controls media
@ppbajpai told by #ABP proprietor to not mention Modi.
Then to not use his…";;;371.0;"1026461350925557760"
8/6/18 2:33 PM;"Rutvik Subhedar";"2848684470";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @logicalindianz: So long as the present CJI Mr Mishra is in the Chair, @sanjayuvacha , it certainly is a difficult proposition !!! @Mnom…";;;3.0;"1026461338095108096"
8/6/18 2:33 PM;"Proshant";"358747821";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026461286442389505"
8/6/18 2:33 PM;"Nation First Pinku";"933740612";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ghost22090440: Barkha Dutt Finally Reveals Why She Hates Narendra Modi So Much! https://t.co/iBKqitmyxd";;;94.0;"1026461284999475200"
8/6/18 2:33 PM;"NAV€€N (????)";"101188435";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @VishalDadlani: 'Don't name Modi, don't use Modi's image when exposing his failures.' Wah!

Perhaps that privilege is reserved only for…";;;88.0;"1026461256843190272"
8/6/18 2:33 PM;"LEWANY BABA";"734053895731875843";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"LOL..? Can't Stop Laughing..???
Narendra Modi Version of KiKi Challenge.??
Tag your KiKi Challenge Friends. ? https://t.co/hiZacdnX8c";;;0.0;"1026461255299747841"
8/6/18 2:33 PM;"Saraswathy Kangeyan";"828829032573784064";;"-1";"en";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"RT @sidmtweets: PP Bajpai reveals how Modi Govt threatens media 

First govt hires a 200 member team to monitor you

If you criticise,PMO c…";;;237.0;"1026461251239477249"
8/6/18 2:33 PM;"Ramakrishna UR";"2889597709";;"-1";"en";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Lite</a>";"RT @ghost22090440: Barkha Dutt Finally Reveals Why She Hates Narendra Modi So Much! https://t.co/iBKqitmyxd";;;94.0;"1026461226564341761"
8/6/18 2:33 PM;"Suresh Lalwani";"2490986886";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @irajeshji: Becoming most accessible Prime Minister of India by connecting directly with the people for their needs and bypasses those m…";;;77.0;"1026461199960076289"
8/6/18 2:33 PM;"IFRAR KHAN";"164343326";;"-1";"en";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026461170918739969"
8/6/18 2:33 PM;"Tanay Srivastava";"135464158";;"-1";"en";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @nilanjanaroy: Next time you watch the news, remember this:
'The Modi govt created a 200-member monitoring team...150  members were invo…";;;184.0;"1026461168049766400"
